AreaCode,AreaName,AreaType
S01008106,Auchinairn - 05,Data Zones
S01008107,Auchinairn - 06,Data Zones
S01008104,Auchinairn - 03,Data Zones
S01008105,Auchinairn - 04,Data Zones
S01008095,Bishopbriggs West and Cadder - 02,Data Zones
S01008096,Bishopbriggs West and Cadder - 03,Data Zones
S01008093,Bishopbriggs North and Kenmure - 07,Data Zones
S01008094,Bishopbriggs West and Cadder - 01,Data Zones
S01008098,Bishopbriggs West and Cadder - 05,Data Zones
S01008099,Bishopbriggs West and Cadder - 06,Data Zones
S01008097,Bishopbriggs West and Cadder - 04,Data Zones
S01008118,Lenzie North - 03,Data Zones
S01008119,Lenzie North - 04,Data Zones
S01008116,Lenzie North - 01,Data Zones
S01008117,Lenzie North - 02,Data Zones
S01008121,Lenzie North - 06,Data Zones
S01008122,Lenzie North - 07,Data Zones
S01008120,Lenzie North - 05,Data Zones
S01008111,Woodhill West - 01,Data Zones
S01008112,Woodhill West - 02,Data Zones
S01008108,Woodhill East - 01,Data Zones
S01008110,Woodhill East - 03,Data Zones
S01008114,Woodhill West - 04,Data Zones
S01008115,Woodhill West - 05,Data Zones
S01008113,Woodhill West - 03,Data Zones
S01007946,Newmilns - 02,Data Zones
S01007947,Newmilns - 03,Data Zones
S01007944,Darvel - 05,Data Zones
S01007945,Newmilns - 01,Data Zones
S01007950,Galston - 02,Data Zones
S01007951,Galston - 03,Data Zones
S01007948,Newmilns - 04,Data Zones
S01007949,Galston - 01,Data Zones
S01007939,Stewarton West - 03,Data Zones
S01007940,Darvel - 01,Data Zones
S01007937,Stewarton West - 01,Data Zones
S01007938,Stewarton West - 02,Data Zones
S01007942,Darvel - 03,Data Zones
S01007943,Darvel - 04,Data Zones
S01007941,Darvel - 02,Data Zones
S01007962,Shortlees - 01,Data Zones
S01007964,Shortlees - 03,Data Zones
S01007959,Earlston and Hurlford Rural - 05,Data Zones
S01007961,Earlston and Hurlford Rural - 07,Data Zones
S01007968,Bellfield and Kirkstyle - 01,Data Zones
S01007969,Bellfield and Kirkstyle - 02,Data Zones
S01007965,Shortlees - 04,Data Zones
S01007966,Shortlees - 05,Data Zones
S01007954,Galston - 06,Data Zones
S01007955,Earlston and Hurlford Rural - 01,Data Zones
S01007952,Galston - 04,Data Zones
S01007953,Galston - 05,Data Zones
S01007957,Earlston and Hurlford Rural - 03,Data Zones
S01007958,Earlston and Hurlford Rural - 04,Data Zones
S01007956,Earlston and Hurlford Rural - 02,Data Zones
S01007916,Cumnock North - 01,Data Zones
S01007917,Cumnock North - 02,Data Zones
S01007914,Cumnock South and Craigens - 06,Data Zones
S01007915,Cumnock South and Craigens - 07,Data Zones
S01007920,Cumnock North - 05,Data Zones
S01007922,Auchinleck - 02,Data Zones
S01007918,Cumnock North - 03,Data Zones
S01007919,Cumnock North - 04,Data Zones
S01007909,Cumnock South and Craigens - 01,Data Zones
S01007910,Cumnock South and Craigens - 02,Data Zones
S01007906,New Cumnock - 02,Data Zones
S01007908,New Cumnock - 04,Data Zones
S01007912,Cumnock South and Craigens - 04,Data Zones
S01007913,Cumnock South and Craigens - 05,Data Zones
S01007911,Cumnock South and Craigens - 03,Data Zones
S01007932,Stewarton East - 01,Data Zones
S01007933,Stewarton East - 02,Data Zones
S01007930,Northern and Irvine Valley Rural - 06,Data Zones
S01007931,Northern and Irvine Valley Rural - 07,Data Zones
S01007935,Stewarton East - 04,Data Zones
S01007936,Stewarton East - 05,Data Zones
S01007934,Stewarton East - 03,Data Zones
S01007925,Northern and Irvine Valley Rural - 01,Data Zones
S01007926,Northern and Irvine Valley Rural - 02,Data Zones
S01007923,Auchinleck - 03,Data Zones
S01007924,Auchinleck - 04,Data Zones
S01007928,Northern and Irvine Valley Rural - 04,Data Zones
S01007929,Northern and Irvine Valley Rural - 05,Data Zones
S01007927,Northern and Irvine Valley Rural - 03,Data Zones
S01008013,Bonnyton and Town Centre - 02,Data Zones
S01008014,Bonnyton and Town Centre - 03,Data Zones
S01008011,"Altonhill South, Longpark and Hillhead - 07",Data Zones
S01008012,Bonnyton and Town Centre - 01,Data Zones
S01008017,"Grange, Howard and Gargieston - 01",Data Zones
S01008018,"Grange, Howard and Gargieston - 02",Data Zones
S01008015,Bonnyton and Town Centre - 04,Data Zones
S01008016,Bonnyton and Town Centre - 05,Data Zones
S01008005,"Altonhill South, Longpark and Hillhead - 01",Data Zones
S01008007,"Altonhill South, Longpark and Hillhead - 03",Data Zones
S01008000,Altonhill North and Onthank - 02,Data Zones
S01008004,Altonhill North and Onthank - 06,Data Zones
S01008009,"Altonhill South, Longpark and Hillhead - 05",Data Zones
S01008010,"Altonhill South, Longpark and Hillhead - 06",Data Zones
S01008008,"Altonhill South, Longpark and Hillhead - 04",Data Zones
S01008028,"Crosshouse, Gatehead and Kilmaurs Rural - 04",Data Zones
S01008029,"Crosshouse, Gatehead and Kilmaurs Rural - 05",Data Zones
S01008026,"Crosshouse, Gatehead and Kilmaurs Rural - 02",Data Zones
S01008027,"Crosshouse, Gatehead and Kilmaurs Rural - 03",Data Zones
S01008032,Kilmaurs - 03,Data Zones
S01008033,West Clober and Mains Estate - 01,Data Zones
S01008030,Kilmaurs - 01,Data Zones
S01008031,Kilmaurs - 02,Data Zones
S01008021,"Grange, Howard and Gargieston - 05",Data Zones
S01008022,"Grange, Howard and Gargieston - 06",Data Zones
S01008019,"Grange, Howard and Gargieston - 03",Data Zones
S01008020,"Grange, Howard and Gargieston - 04",Data Zones
S01008024,"Grange, Howard and Gargieston - 08",Data Zones
S01008025,"Crosshouse, Gatehead and Kilmaurs Rural - 01",Data Zones
S01008023,"Grange, Howard and Gargieston - 07",Data Zones
S01007979,Piersland - 03,Data Zones
S01007980,Piersland - 04,Data Zones
S01007977,Piersland - 01,Data Zones
S01007978,Piersland - 02,Data Zones
S01007984,New Farm Loch South - 03,Data Zones
S01007985,New Farm Loch South - 04,Data Zones
S01007981,Piersland - 05,Data Zones
S01007983,New Farm Loch South - 02,Data Zones
S01007972,Bellfield and Kirkstyle - 05,Data Zones
S01007973,Kilmarnock South Central and Caprington - 01,Data Zones
S01007970,Bellfield and Kirkstyle - 03,Data Zones
S01007971,Bellfield and Kirkstyle - 04,Data Zones
S01007975,Kilmarnock South Central and Caprington - 03,Data Zones
S01007976,Kilmarnock South Central and Caprington - 04,Data Zones
S01007974,Kilmarnock South Central and Caprington - 02,Data Zones
S01007995,Southcraig and Beansburn - 05,Data Zones
S01007996,Southcraig and Beansburn - 06,Data Zones
S01007993,Southcraig and Beansburn - 03,Data Zones
S01007994,Southcraig and Beansburn - 04,Data Zones
S01007998,Southcraig and Beansburn - 08,Data Zones
S01007999,Altonhill North and Onthank - 01,Data Zones
S01007997,Southcraig and Beansburn - 07,Data Zones
S01007988,Dean and New Farm Loch North - 03,Data Zones
S01007989,Dean and New Farm Loch North - 04,Data Zones
S01007986,Dean and New Farm Loch North - 01,Data Zones
S01007987,Dean and New Farm Loch North - 02,Data Zones
S01007991,Southcraig and Beansburn - 01,Data Zones
S01007992,Southcraig and Beansburn - 02,Data Zones
S01007990,Dean and New Farm Loch North - 05,Data Zones
S01008319,Arthurlie and Gateside - 02,Data Zones
S01008320,Arthurlie and Gateside - 03,Data Zones
S01008317,"Dunterlie, East Arthurlie and Dovecothall - 09",Data Zones
S01008318,Arthurlie and Gateside - 01,Data Zones
S01008323,Auchenback - 01,Data Zones
S01008324,Auchenback - 02,Data Zones
S01008321,Arthurlie and Gateside - 04,Data Zones
S01008322,Arthurlie and Gateside - 05,Data Zones
S01008309,"Dunterlie, East Arthurlie and Dovecothall - 01",Data Zones
S01008310,"Dunterlie, East Arthurlie and Dovecothall - 02",Data Zones
S01008307,Cross Stobbs - 05,Data Zones
S01008308,Cross Stobbs - 06,Data Zones
S01008313,"Dunterlie, East Arthurlie and Dovecothall - 05",Data Zones
S01008315,"Dunterlie, East Arthurlie and Dovecothall - 07",Data Zones
S01008312,"Dunterlie, East Arthurlie and Dovecothall - 04",Data Zones
S01008334,Crookfur and Fruin - 07,Data Zones
S01008335,"Mearns Village, Westacres and Greenfarm - 01",Data Zones
S01008332,Crookfur and Fruin - 05,Data Zones
S01008333,Crookfur and Fruin - 06,Data Zones
S01008338,"Mearns Village, Westacres and Greenfarm - 04",Data Zones
S01008339,"Mearns Village, Westacres and Greenfarm - 05",Data Zones
S01008336,"Mearns Village, Westacres and Greenfarm - 02",Data Zones
S01008337,"Mearns Village, Westacres and Greenfarm - 03",Data Zones
S01008327,Auchenback - 05,Data Zones
S01008328,Crookfur and Fruin - 01,Data Zones
S01008325,Auchenback - 03,Data Zones
S01008326,Auchenback - 04,Data Zones
S01008330,Crookfur and Fruin - 03,Data Zones
S01008331,Crookfur and Fruin - 04,Data Zones
S01008329,Crookfur and Fruin - 02,Data Zones
S01008287,IZ21 - 04,Data Zones
S01008288,IZ21 - 05,Data Zones
S01008285,IZ21 - 02,Data Zones
S01008286,IZ21 - 03,Data Zones
S01008291,IZ22 - 03,Data Zones
S01008292,IZ22 - 04,Data Zones
S01008289,IZ22 - 01,Data Zones
S01008290,IZ22 - 02,Data Zones
S01008280,IZ20 - 04,Data Zones
S01008281,IZ20 - 05,Data Zones
S01008278,IZ20 - 02,Data Zones
S01008279,IZ20 - 03,Data Zones
S01008283,IZ20 - 07,Data Zones
S01008284,IZ21 - 01,Data Zones
S01008282,IZ20 - 06,Data Zones
S01008302,Neilston and Uplawmoor - 08,Data Zones
S01008303,Cross Stobbs - 01,Data Zones
S01008300,Neilston and Uplawmoor - 06,Data Zones
S01008301,Neilston and Uplawmoor - 07,Data Zones
S01008305,Cross Stobbs - 03,Data Zones
S01008306,Cross Stobbs - 04,Data Zones
S01008304,Cross Stobbs - 02,Data Zones
S01008295,Neilston and Uplawmoor - 01,Data Zones
S01008296,Neilston and Uplawmoor - 02,Data Zones
S01008293,IZ22 - 05,Data Zones
S01008294,IZ22 - 06,Data Zones
S01008298,Neilston and Uplawmoor - 04,Data Zones
S01008299,Neilston and Uplawmoor - 05,Data Zones
S01008297,Neilston and Uplawmoor - 03,Data Zones
S01008378,Clarkston and Sheddens - 08,Data Zones
S01008379,Williamwood - 01,Data Zones
S01008376,Clarkston and Sheddens - 06,Data Zones
S01008377,Clarkston and Sheddens - 07,Data Zones
S01008382,Williamwood - 04,Data Zones
S01008383,Williamwood - 05,Data Zones
S01008380,Williamwood - 02,Data Zones
S01008381,Williamwood - 03,Data Zones
S01008371,Clarkston and Sheddens - 01,Data Zones
S01008372,Clarkston and Sheddens - 02,Data Zones
S01008369,Busby - 04,Data Zones
S01008370,Busby - 05,Data Zones
S01008374,Clarkston and Sheddens - 04,Data Zones
S01008375,Clarkston and Sheddens - 05,Data Zones
S01008373,Clarkston and Sheddens - 03,Data Zones
S01008393,Netherlee - 05,Data Zones
S01008394,Netherlee - 06,Data Zones
S01008391,Netherlee - 03,Data Zones
S01008392,Netherlee - 04,Data Zones
S01008397,Merrylee and Braidbar - 03,Data Zones
S01008398,Merrylee and Braidbar - 04,Data Zones
S01008395,Merrylee and Braidbar - 01,Data Zones
S01008396,Merrylee and Braidbar - 02,Data Zones
S01008386,Stamperland - 03,Data Zones
S01008387,Stamperland - 04,Data Zones
S01008384,Stamperland - 01,Data Zones
S01008385,Stamperland - 02,Data Zones
S01008389,Netherlee - 01,Data Zones
S01008390,Netherlee - 02,Data Zones
S01008388,Stamperland - 05,Data Zones
S01008349,Mearnskirk and South Kirkhill - 03,Data Zones
S01008350,Mearnskirk and South Kirkhill - 04,Data Zones
S01008347,Mearnskirk and South Kirkhill - 01,Data Zones
S01008348,Mearnskirk and South Kirkhill - 02,Data Zones
S01008353,Mearnskirk and South Kirkhill - 07,Data Zones
S01008354,Mearnskirk and South Kirkhill - 08,Data Zones
S01008351,Mearnskirk and South Kirkhill - 05,Data Zones
S01008352,Mearnskirk and South Kirkhill - 06,Data Zones
S01008342,"Mearns Village, Westacres and Greenfarm - 08",Data Zones
S01008343,Whitecraigs and Broom - 01,Data Zones
S01008340,"Mearns Village, Westacres and Greenfarm - 06",Data Zones
S01008341,"Mearns Village, Westacres and Greenfarm - 07",Data Zones
S01008345,Whitecraigs and Broom - 03,Data Zones
S01008346,Whitecraigs and Broom - 04,Data Zones
S01008344,Whitecraigs and Broom - 02,Data Zones
S01008364,North Kirkhill - 03,Data Zones
S01008365,North Kirkhill - 04,Data Zones
S01008362,North Kirkhill - 01,Data Zones
S01008363,North Kirkhill - 02,Data Zones
S01008367,Busby - 02,Data Zones
S01008368,Busby - 03,Data Zones
S01008366,Busby - 01,Data Zones
S01008357,Eaglesham and Waterfoot - 03,Data Zones
S01008358,Eaglesham and Waterfoot - 04,Data Zones
S01008355,Eaglesham and Waterfoot - 01,Data Zones
S01008356,Eaglesham and Waterfoot - 02,Data Zones
S01008360,Eaglesham and Waterfoot - 06,Data Zones
S01008361,Eaglesham and Waterfoot - 07,Data Zones
S01008359,Eaglesham and Waterfoot - 05,Data Zones
S01008194,IZ06 - 01,Data Zones
S01008195,IZ06 - 02,Data Zones
S01008192,IZ05 - 05,Data Zones
S01008193,IZ05 - 06,Data Zones
S01008198,IZ07 - 02,Data Zones
S01008201,IZ07 - 05,Data Zones
S01008196,IZ06 - 03,Data Zones
S01008197,IZ07 - 01,Data Zones
S01008187,IZ04 - 06,Data Zones
S01008188,IZ05 - 01,Data Zones
S01008185,IZ04 - 04,Data Zones
S01008186,IZ04 - 05,Data Zones
S01008190,IZ05 - 03,Data Zones
S01008191,IZ05 - 04,Data Zones
S01008189,IZ05 - 02,Data Zones
S01008211,IZ09 - 02,Data Zones
S01008212,IZ09 - 03,Data Zones
S01008209,IZ08 - 06,Data Zones
S01008210,IZ09 - 01,Data Zones
S01008215,IZ09 - 06,Data Zones
S01008216,IZ09 - 07,Data Zones
S01008213,IZ09 - 04,Data Zones
S01008214,IZ09 - 05,Data Zones
S01008204,IZ08 - 01,Data Zones
S01008205,IZ08 - 02,Data Zones
S01008202,IZ07 - 06,Data Zones
S01008203,IZ07 - 07,Data Zones
S01008207,IZ08 - 04,Data Zones
S01008208,IZ08 - 05,Data Zones
S01008206,IZ08 - 03,Data Zones
S01008164,IZ01 - 02,Data Zones
S01008165,IZ01 - 03,Data Zones
S01008162,Lennoxtown - 05,Data Zones
S01008163,IZ01 - 01,Data Zones
S01008168,IZ01 - 06,Data Zones
S01008169,IZ01 - 07,Data Zones
S01008166,IZ01 - 04,Data Zones
S01008167,IZ01 - 05,Data Zones
S01008157,Milton of Campsie - 05,Data Zones
S01008158,Lennoxtown - 01,Data Zones
S01008155,Milton of Campsie - 03,Data Zones
S01008156,Milton of Campsie - 04,Data Zones
S01008160,Lennoxtown - 03,Data Zones
S01008161,Lennoxtown - 04,Data Zones
S01008159,Lennoxtown - 02,Data Zones
S01008180,IZ03 - 04,Data Zones
S01008181,IZ03 - 05,Data Zones
S01008177,IZ03 - 01,Data Zones
S01008178,IZ03 - 02,Data Zones
S01008183,IZ04 - 02,Data Zones
S01008184,IZ04 - 03,Data Zones
S01008182,IZ04 - 01,Data Zones
S01008172,IZ02 - 03,Data Zones
S01008173,IZ02 - 04,Data Zones
S01008170,IZ02 - 01,Data Zones
S01008171,IZ02 - 02,Data Zones
S01008175,IZ02 - 06,Data Zones
S01008176,IZ02 - 07,Data Zones
S01008174,IZ02 - 05,Data Zones
S01008258,IZ16 - 03,Data Zones
S01008259,IZ16 - 04,Data Zones
S01008256,IZ16 - 01,Data Zones
S01008257,IZ16 - 02,Data Zones
S01008262,IZ17 - 01,Data Zones
S01008263,IZ17 - 02,Data Zones
S01008260,IZ16 - 05,Data Zones
S01008261,IZ16 - 06,Data Zones
S01008251,IZ15 - 01,Data Zones
S01008252,IZ15 - 02,Data Zones
S01008249,IZ14 - 05,Data Zones
S01008250,IZ14 - 06,Data Zones
S01008254,IZ15 - 04,Data Zones
S01008255,IZ15 - 05,Data Zones
S01008253,IZ15 - 03,Data Zones
S01008273,IZ19 - 02,Data Zones
S01008274,IZ19 - 03,Data Zones
S01008271,IZ18 - 04,Data Zones
S01008272,IZ19 - 01,Data Zones
S01008276,IZ19 - 05,Data Zones
S01008277,IZ20 - 01,Data Zones
S01008275,IZ19 - 04,Data Zones
S01008266,IZ17 - 05,Data Zones
S01008267,IZ17 - 06,Data Zones
S01008264,IZ17 - 03,Data Zones
S01008265,IZ17 - 04,Data Zones
S01008269,IZ18 - 02,Data Zones
S01008270,IZ18 - 03,Data Zones
S01008268,IZ18 - 01,Data Zones
S01008228,IZ11 - 03,Data Zones
S01008230,IZ11 - 05,Data Zones
S01008226,IZ11 - 01,Data Zones
S01008227,IZ11 - 02,Data Zones
S01008233,IZ11 - 08,Data Zones
S01008234,IZ12 - 01,Data Zones
S01008231,IZ11 - 06,Data Zones
S01008232,IZ11 - 07,Data Zones
S01008219,IZ10 - 02,Data Zones
S01008221,IZ10 - 04,Data Zones
S01008217,IZ09 - 08,Data Zones
S01008218,IZ10 - 01,Data Zones
S01008224,IZ10 - 07,Data Zones
S01008225,IZ10 - 08,Data Zones
S01008223,IZ10 - 06,Data Zones
S01008244,IZ13 - 07,Data Zones
S01008245,IZ14 - 01,Data Zones
S01008242,IZ13 - 05,Data Zones
S01008243,IZ13 - 06,Data Zones
S01008247,IZ14 - 03,Data Zones
S01008248,IZ14 - 04,Data Zones
S01008246,IZ14 - 02,Data Zones
S01008237,IZ12 - 04,Data Zones
S01008238,IZ13 - 01,Data Zones
S01008235,IZ12 - 02,Data Zones
S01008236,IZ12 - 03,Data Zones
S01008240,IZ13 - 03,Data Zones
S01008241,IZ13 - 04,Data Zones
S01008239,IZ13 - 02,Data Zones
S01009537,Dysart North,Data Zones
S01009538,Dysart Central,Data Zones
S01009535,Gallatown West,Data Zones
S01009536,Dysart North East,Data Zones
S01009541,East Wemyss and Standingstane,Data Zones
S01009542,East Wemyss McDuff,Data Zones
S01009539,Sinclairtown East,Data Zones
S01009540,Sinclairtown North,Data Zones
S01009530,Ravenscraig,Data Zones
S01009531,Mitchelston and Randolph,Data Zones
S01009528,Pathhead South and Sands,Data Zones
S01009529,Kirkcaldy Viewforth,Data Zones
S01009533,Sinclairtown West,Data Zones
S01009534,Sinclairtown Central,Data Zones
S01009532,Overton,Data Zones
S01009552,Leslie South West and Auchmuir,Data Zones
S01009553,Leslie West,Data Zones
S01009550,Newcastle West,Data Zones
S01009551,Newcastle East,Data Zones
S01009556,Tanshall West,Data Zones
S01009557,Macedonia North,Data Zones
S01009554,Leslie Landward,Data Zones
S01009555,Leslie East,Data Zones
S01009545,Kinglassie West,Data Zones
S01009546,Kinglassie East,Data Zones
S01009543,East Wemyss Shore,Data Zones
S01009544,Wemyss Villages,Data Zones
S01009548,Thornton South,Data Zones
S01009549,Thornton North,Data Zones
S01009547,Strathore,Data Zones
S01009508,Templehall North,Data Zones
S01009509,Kirkcaldy Valley East,Data Zones
S01009506,Templehall North Eastern,Data Zones
S01009507,Templehall East,Data Zones
S01009512,Dunnikier Central,Data Zones
S01009513,Dunnikier North,Data Zones
S01009510,Dunnikier South,Data Zones
S01009511,Dunnikier East,Data Zones
S01009501,Dunearn,Data Zones
S01009502,Templehall West,Data Zones
S01009499,Kirkcaldy Long Braes,Data Zones
S01009500,Fair Isle,Data Zones
S01009504,Kirkcaldy Valley West,Data Zones
S01009505,Templehall,Data Zones
S01009503,Craigmount and Greenloanings,Data Zones
S01009523,Hayfield North,Data Zones
S01009524,Pathhead North West,Data Zones
S01009521,Smeaton North,Data Zones
S01009522,Smeaton South,Data Zones
